"startdate","enddate","house","refno","Conservatives","Labour","Liberal.Democrats","SNP","Plaid.Cymru","Greens","UKIP","Other","Total","generic"
270,363,"YouGov",583,13,23,2,0,0,0,7,0,45,TRUE
270,363,"YouGov",587,7,12,1,0,0,3,3,0,26,TRUE
270,363,"YouGov",588,7,14,1,0,2,1,3,0,28,TRUE
270,363,"YouGov",589,16,14,3,0,2,2,5,2,44,TRUE
270,363,"YouGov",590,14,22,2,0,0,1,2,1,42,TRUE
270,363,"YouGov",591,10,22,2,0,0,1,5,0,40,TRUE
270,363,"YouGov",592,9,33,1,0,0,3,4,0,50,TRUE
270,363,"YouGov",593,9,8,1,0,0,0,5,0,23,TRUE
270,363,"YouGov",594,9,17,1,0,0,2,4,1,34,TRUE
270,363,"YouGov",595,2,18,0,0,0,2,6,0,28,TRUE
270,363,"YouGov",596,14,33,5,0,0,4,4,0,60,TRUE
270,363,"YouGov",597,30,9,8,0,0,5,11,0,63,TRUE
270,363,"YouGov",598,0,6,1,0,0,1,1,0,9,TRUE
270,363,"YouGov",599,8,19,1,0,0,2,11,0,41,TRUE
270,363,"YouGov",600,21,17,0,0,0,6,5,0,49,TRUE
270,363,"YouGov",601,24,18,2,0,0,6,5,0,55,TRUE
270,363,"YouGov",602,14,14,0,0,0,1,6,0,35,TRUE
270,363,"YouGov",603,4,15,2,0,0,1,6,1,29,TRUE
270,363,"YouGov",604,27,14,13,0,0,3,5,0,62,TRUE
270,363,"YouGov",605,15,22,1,0,0,3,7,0,48,TRUE
270,363,"YouGov",606,24,9,6,0,0,4,5,0,48,TRUE
270,363,"YouGov",607,11,17,4,0,0,5,8,0,45,TRUE
270,363,"YouGov",608,23,18,3,0,0,2,13,0,59,TRUE
270,363,"YouGov",609,21,6,9,0,0,4,6,0,46,TRUE
270,363,"YouGov",610,24,14,3,0,0,5,10,0,56,TRUE
270,363,"YouGov",611,3,22,3,0,0,0,5,1,34,TRUE
270,363,"YouGov",612,8,11,1,0,0,2,6,0,28,TRUE
270,363,"YouGov",613,7,8,0,0,0,2,4,0,21,TRUE
270,363,"YouGov",614,5,23,6,0,0,2,5,0,41,TRUE
270,363,"YouGov",615,6,13,1,0,0,2,1,0,23,TRUE
270,363,"YouGov",616,16,6,10,0,0,4,2,0,38,TRUE
270,363,"YouGov",617,24,15,5,0,0,4,6,1,55,TRUE
270,363,"YouGov",618,4,18,0,0,0,0,11,1,34,TRUE
270,363,"YouGov",619,17,5,3,0,0,2,4,0,31,TRUE
270,363,"YouGov",620,14,8,6,0,0,4,16,0,48,TRUE
270,363,"YouGov",621,18,10,7,0,0,2,1,0,38,TRUE
270,363,"YouGov",622,25,8,9,0,0,2,3,0,47,TRUE
270,363,"YouGov",623,23,6,5,0,0,1,4,0,39,TRUE
270,363,"YouGov",624,17,28,1,0,0,3,5,0,54,TRUE
270,363,"YouGov",625,11,12,1,0,0,1,2,0,27,TRUE
270,363,"YouGov",626,19,5,5,0,0,5,5,0,39,TRUE
